date,horse_code,horse_id,horse_name,horse_number,incident,position_final,race_number
2023-10-15,G026,HK_2021_G026,SPLENDID STAR,3,"A Atzeni (JOYFUL CHAMPION) pleaded guilty to a charge of careless riding [Rule 100(1)] in that near the 400 Metres he directed his mount out when there was insufficient room to do so, resulting in SPLENDID STAR being crowded for room when racing to the inside of KYRUS UNICORN and causing SPLENDID STAR to be checked when it lost its rightful running.  A Atzeni was suspended from riding in races for one Hong Kong raceday to be conducted on Wednesday, 1 November 2023 at Happy Valley.  In assessing penalty, the Stewards determined the carelessness grade 2 and the consequences grade 2 and also considered his excellent race riding record.  When questioned regarding the disappointing performance, Z Purton stated that SPLENDID STAR settled comfortably in the early stages in a forward position.  He said after the pace increased from the 1600 Metres, his mount was crossed by RING BELLS in the Back Straight and came under pressure from the 1000 Metres.  He added with SPLENDID STAR stepping up in weight today and the pace of the event being quicker than at its last start, SPLENDID STAR, although interfered with at the 400 Metres, was still disappointing.  Trainer D J Whyte concurred with the views offered by Jockey Purton and stated that SPLENDID STAR may not have appreciated racing within two weeks from its last start and may not also have appreciated the step-up in distance.  A veterinary inspection immediately following the race did not show any significant findings.  The performance of SPLENDID STAR, favourite for the race and a last start winner, was considered unacceptable.  Before being allowed to race again, SPLENDID STAR will be required to perform to the satisfaction of the Stewards in a barrier trial and be subjected to an official veterinary examination.  Was sent for sampling post-race.",7,1
2023-10-15,E489,HK_2020_E489,LOYAL AMBITION,5,Blundered shortly after the start.  A veterinary inspection immediately following the race did not show any significant findings.,8,1
2023-10-04,G476,HK_2021_G476,ROMANTIC LAOS,6,Was sent for sampling post-race.,1,8
2023-10-04,H171,HK_2022_H171,SILVER SONIC,5,Was sent for sampling post-race.,2,8
2023-10-04,G144,HK_2021_G144,INTREPID WINNER,11,Near the 250 Metres lay in and proved reluctant to shift to the outside of CHRYSOS and as a result was awkwardly placed on the heels of that horse for some distance approaching the 200 Metres.,3,8
2023-10-04,G215,HK_2021_G215,BRILLIANT WAY,3,No report.,4,8
2023-10-04,E351,HK_2020_E351,ROYAL PRIDE,12,"Whilst in the saddling stalls, ROYAL PRIDE had its left front plate refitted.  ROYAL PRIDE was examined by the Veterinary Officer and passed suitable to race.  Passing the 300 Metres, A Badel dropped his whip.  A veterinary inspection immediately following the race did not show any significant findings.  Was sent for sampling post-race.",5,8
2023-10-04,D329,HK_2019_D329,MALDIVES,2,Shortly after the start was bumped and was then shifted across behind runners in the early stages from a wide barrier.  Near the 500 Metres was steadied away from HK DRAGON.  Over the concluding stages could not be ridden out to the finish when racing tight to the inside of BRILLIANT WAY.,6,8
2023-10-04,E222,HK_2020_E222,HK DRAGON,8,Jumped awkwardly.  In the middle stages raced keenly.,7,8
2023-10-04,H136,HK_2022_H136,CHRYSOS,10,Was bumped at the start.  A veterinary inspection immediately following the race did not show any significant findings.,8,8
2023-10-04,E028,HK_2020_E028,RED MAJESTY,4,"After the race, K Teetan reported that he could offer no excuse for his mount’s disappointing performance.  A veterinary inspection immediately following the race did not show any significant findings.",9,8
2023-10-04,D415,HK_2019_D415,ZONE D,1,"Stood flat-footed as the start was effected and lost ground.  Before being allowed to race again, ZONE D will be required to perform satisfactorily in a barrier trial.  A veterinary inspection immediately following the race did not show any significant findings.",10,8
2023-10-04,G374,HK_2021_G374,D STAR,7,"Shifted in at the start and bumped CHRYSOS and as a result became unbalanced.  After the race, Apprentice Y L Chung could offer no excuse for his mount’s disappointing performance.  A veterinary inspection immediately following the race did not show any significant findings.  The performance of D STAR, a last start winner, was considered unacceptable.  Before being allowed to race again, D STAR will be required to perform to the satisfaction of the Stewards in a barrier trial and be subjected to an official veterinary examination.",11,8
2023-10-04,H033,HK_2022_H033,EIGHTEEN PALMS,9,"Whilst being transported to Happy Valley, EIGHTEEN PALMS became fractious and sustained wounds to both hind legs.  Acting on veterinary advice that EIGHTEEN PALMS was not suitable to race, the horse was withdrawn by order of the Stewards.  Before being allowed to race again, EIGHTEEN PALMS will be subjected to an official veterinary examination.",WV,8
2023-10-04,E218,HK_2020_E218,COPARTNER AMBITION,4,Was sent for sampling post-race.,1,7
2023-10-04,G081,HK_2021_G081,LYRICAL MOTION,11,Jumped awkwardly.  Was sent for sampling post-race.,2,7
2023-10-04,H059,HK_2022_H059,RIGHTEOUS ARION,1,"Jumped only fairly.  When placed under pressure in the Home Straight lay in, resulting in its rider having to correct his mount near the 200 Metres.",3,7
2023-10-04,H149,HK_2022_H149,JOY COMING,2,No report.,4,7
2023-10-04,E149,HK_2020_E149,H Z TOURBILLON,10,Blundered at the start and was crowded shortly after.  Was then shifted across behind runners in the early stages from a wide barrier.,5,7
2023-10-04,H185,HK_2022_H185,WATCH BUDDY,3,A veterinary inspection immediately following the race did not show any significant findings.,6,7
2023-10-04,G310,HK_2021_G310,TELECOM SPIRIT,9,Jumped awkwardly and made contact with the left side of its barrier.  From a wide barrier was shifted across behind runners in the early stages.  At the 350 Metres was hampered when taken wider by RIGHTEOUS ARION which shifted out to improve.,7,7
2023-10-15,E221,HK_2020_E221,SUMMIT CHEERS,4,Was sent for sampling post-race.,1,2
2023-10-15,G416,HK_2021_G416,MULTISUPER,3,Was sent for sampling post-race.,2,2
2023-10-15,D350,HK_2019_D350,SUPER COMMANDER,1,No report.,3,2
2023-10-15,G456,HK_2021_G456,SUPER FAST DRAGON,13,Made contact with the left side of its barrier on jumping and became unbalanced.,4,2
2023-10-15,D050,HK_2019_D050,LUCKY QUALITY,9,"Whilst the Stewards were satisfied that the riding of Apprentice E C W Wong, 5th placegetter, over the concluding stages did not affect the horse’s finishing position, he was nonetheless reminded of his obligation to ensure that he fully rides his mounts out to the finish of the race.",5,2
2023-10-15,D186,HK_2019_D186,STRIVE FOR GLORY,14,Jumped awkwardly.,6,2
2023-10-15,H321,HK_2022_H321,HAYDAY,8,"When questioned, K Teetan stated that after following SUPER COMMANDER in the early stages, whilst a run became available to that runner’s inside near the 400 Metres, he was reluctant to shift to the inside as his mount, which was having its first race start in Hong Kong, was travelling comfortably.  He added that after remaining racing behind SUPER COMMANDER near the 250 Metres, RUBY SAILING shifted out, resulting in the run to the inside of SUPER COMMANDER closing and HAYDAY then being held up for clear running between the 250 Metres and the 200 Metres.  He further stated that over the final 200 Metres HAYDAY finished the race off fairly.",7,2
2023-10-04,H134,HK_2022_H134,LEAN MASTER,6,Near the 200 Metres was disappointed for clear running to the inside of MELBOURNE HALL and was shifted to that runner’s outside to secure clear running.,8,7
2023-10-04,H197,HK_2022_H197,TACTICAL COMMAND,8,Jumped awkwardly and got its head up when being shifted across behind runners from a wide barrier in the early stages.,9,7
2023-10-04,G145,HK_2021_G145,MR MAJESTIC,12,"When questioned, K Teetan stated that he was instructed to hold a forward position, but not to make use of his mount in the early stages.  He said from barrier 6 MR MAJESTIC jumped well, but was caught wide in the early stages.  He said having regard to his instructions and the genuine pace that the event was run at in the early stages, he was of the opinion that his mount would be best served by allowing MR MAJESTIC to settle in a three wide position rather than making use of his mount to endeavour to cross WATCH BUDDY which was positioned to his inside.  A veterinary inspection immediately following the race did not show any significant findings. <5/10/2023 Additional Veterinary Reports>MR MAJESTIC, which performed disappointingly, was examined by the Veterinary Officer who said at that time there were no significant findings.  MR MAJESTIC was again examined by the Veterinary Officer at the stables of Trainer D J Whyte this morning.  He said at this time he noted the horse to be lame in its left front leg with a left front tendon injury.  Before being allowed to race again, MR MAJESTIC will be subjected to an official veterinary examination.",10,7
2023-10-04,D118,HK_2019_D118,MELBOURNE HALL,7,"After the race, B Avdulla reported that his mount raced keenly in the middle stages and would not settle and as a result did not finish the race off well.  A veterinary inspection immediately following the race did not show any significant findings.",11,7
2023-10-04,H306,HK_2022_H306,AFFIRM,5,A veterinary inspection immediately following the race did not show any significant findings.,12,7
2023-10-04,H423,HK_2022_H423,UNISON,,"Was withdrawn on 3.10.23 by order of the Stewards acting on veterinary advice (lame left fore) and was replaced by Standby Declared Starter AFFIRM.  Before being allowed to race again, UNISON will be subjected to an official veterinary examination.",WV,7
2023-10-15,H108,HK_2022_H108,SPEEDY SMARTIE,6,No report.,8,2
2023-10-15,H347,HK_2022_H347,RUBY SAILING,5,"When questioned regarding the performance of RUBY SAILING, Z Purton stated that whilst his mount was able to hold a forward position and travelled satisfactorily in the run, when asked for an effort from the 400 Metres, RUBY SAILING failed to respond to his riding and, in his opinion, was disappointing.  He added the only explanation he could offer was that RUBY SAILING is now looking to be stepped up in distance where it can travel at a more sustainable pace in the early stages. Trainer K L Man stated that with RUBY SAILING wearing blinkers and the tongue tie for the first time and racing without cover, the horse then was unable to finish the race off as he had expected.  He added that he agreed with the assessment offered by Jockey Purton and indicated that he will endeavor to step RUBY SAILING up in distance for its next race start.  A veterinary inspection immediately following the race did not show any significant findings.  The performance of RUBY SAILING was considered unacceptable.  Before being allowed to race again, RUBY SAILING will be required to perform to the satisfaction of the Stewards in a barrier trial and be subjected to an official veterinary examination.",9,2
2023-10-15,H436,HK_2022_H436,COUNTRY DANCER,7,Was slow to begin.  A veterinary inspection immediately following the race did not show any significant findings.,10,2
2023-10-15,H314,HK_2022_H314,PRESTIGE MOOCHI,12,Jumped awkwardly and lost ground.,11,2
2023-10-15,E013,HK_2020_E013,LUCKY FUN,11,"Jumped only fairly. After the race, A Atzeni stated that with his mount dropping back in distance today, it was under pressure throughout the event and, in his opinion, would be better suited being stepped up in distance for its next race start.  A veterinary inspection immediately following the race did not show any significant findings.",12,2
2023-10-15,H374,HK_2022_H374,LAPRAS,10,"Jumped only fairly.  Near the 800 Metres was crowded by LUCKY QUALITY (Apprentice E C W Wong) which shifted out.  Apprentice Wong was advised to exercise more care.  After the race, L Hewitson reported that his mount hung in in the event and proved difficult to ride.",13,2
2023-10-15,C332,HK_2018_C332,SPARKLING DOLPHIN,2,"After the race, L Ferraris could offer no explanation for the disappointing performance.  A veterinary inspection immediately following the race did not show any significant findings.  The performance of SPARKLING DOLPHIN, a last start winner, was considered unacceptable.  Before being allowed to race again, SPARKLING DOLPHIN will be required to perform to the satisfaction of the Stewards in a barrier trial and be subjected to an official veterinary examination.",14,2
